1000,relu,1.0,0.0,1.0,10,0,0,nan,nan
1000,relu,1.0,0.0,1.01,10,0,0,nan,nan
1000,relu,1.0,0.0,1.02,10,0,0,nan,nan
1000,relu,1.0,0.0,1.03,10,0,0,nan,nan
1000,relu,1.0,0.0,1.04,10,0,0,nan,nan
1000,relu,1.0,0.0,1.05,10,0,0,nan,nan
1000,relu,1.0,0.0,1.06,10,0,0,nan,nan
1000,relu,1.0,0.0,1.07,10,0,0,nan,nan
1000,relu,1.0,0.0,1.08,10,0,0,nan,nan
1000,relu,1.0,0.0,1.09,10,0,0,nan,nan
1000,relu,1.0,0.0,1.1,10,0,0,nan,nan
1000,relu,1.0,0.0,1.11,10,0,0,nan,nan
1000,relu,1.0,0.0,1.12,10,0,0,nan,nan
1000,relu,1.0,0.0,1.13,10,0,0,nan,nan
1000,relu,1.0,0.0,1.14,10,0,0,nan,nan
1000,relu,1.0,0.0,1.15,10,0,0,nan,nan
1000,relu,1.0,0.0,1.16,10,0,0,nan,nan
1000,relu,1.0,0.0,1.17,10,0,0,nan,nan
1000,relu,1.0,0.0,1.18,10,0,0,nan,nan
1000,relu,1.0,0.0,1.19,10,0,0,nan,nan
1000,relu,1.0,0.0,1.2,10,0,0,nan,nan
1000,relu,1.0,0.0,1.21,10,0,0,nan,nan
1000,relu,1.0,0.0,1.22,10,0,0,nan,nan
1000,relu,1.0,0.0,1.23,10,0,0,nan,nan
1000,relu,1.0,0.0,1.24,10,0,0,nan,nan
1000,relu,1.0,0.0,1.25,10,0,0,nan,nan
1000,relu,1.0,0.0,1.26,10,0,0,nan,nan
1000,relu,1.0,0.0,1.27,10,0,0,nan,nan
1000,relu,1.0,0.0,1.28,10,0,0,nan,nan
1000,relu,1.0,0.0,1.29,10,0,0,nan,nan
1000,relu,1.0,0.0,1.3,10,0,0,nan,nan
1000,relu,1.0,0.0,1.31,10,0,0,nan,nan
1000,relu,1.0,0.0,1.32,10,0,0,nan,nan
1000,relu,1.0,0.0,1.33,10,0,0,nan,nan
1000,relu,1.0,0.0,1.34,10,0,0,nan,nan
1000,relu,1.0,0.0,1.35,10,0,0,nan,nan
1000,relu,1.0,0.0,1.36,10,0,0,nan,nan
1000,relu,1.0,0.0,1.37,10,0,0,nan,nan
1000,relu,1.0,0.0,1.38,10,0,0,nan,nan
1000,relu,1.0,0.0,1.39,10,0,0,nan,nan
1000,relu,1.0,0.0,1.4,10,0,0,nan,nan
1000,relu,1.0,0.0,1.41,10,0,0,nan,nan
1000,relu,1.0,0.0,1.42,10,0,0,nan,nan
1000,relu,1.0,0.0,1.43,10,0,0,nan,nan
1000,relu,1.0,0.0,1.44,10,0,0,nan,nan
1000,relu,1.0,0.0,1.45,10,0,0,nan,nan
1000,relu,1.0,0.0,1.46,10,0,0,nan,nan
1000,relu,1.0,0.0,1.47,10,0,0,nan,nan
1000,relu,1.0,0.0,1.48,10,0,0,nan,nan
1000,relu,1.0,0.0,1.49,10,0,0,nan,nan
1000,relu,1.0,0.0,1.5,10,0,0,nan,nan
1000,relu,1.0,0.0,1.51,10,0,0,nan,nan
1000,relu,1.0,0.0,1.52,10,0,0,nan,nan
1000,relu,1.0,0.0,1.53,10,0,0,nan,nan
1000,relu,1.0,0.0,1.54,10,0,0,nan,nan
1000,relu,1.0,0.0,1.55,10,0,0,nan,nan
1000,relu,1.0,0.0,1.56,10,0,0,nan,nan
1000,relu,1.0,0.0,1.57,10,0,0,nan,nan
1000,relu,1.0,0.0,1.58,10,0,0,nan,nan
1000,relu,1.0,0.0,1.59,10,0,0,nan,nan
1000,relu,1.0,0.0,1.6,10,0,0,nan,nan
1000,relu,1.0,0.0,1.61,10,0,0,nan,nan
1000,relu,1.0,0.0,1.62,10,0,0,nan,nan
1000,relu,1.0,0.0,1.63,10,0,0,nan,nan
1000,relu,1.0,0.0,1.64,10,0,0,nan,nan
1000,relu,1.0,0.0,1.65,10,0,0,nan,nan
